stn;time;tre200nx;tre200jx;rre150n0;rre150j0;sremaxdv
WAE;20160101;4.9;6.0;0.0;0.0;8
WAE;20160102;5.0;5.8;3.9;6.6;0
WAE;20160103;3.7;5.8;6.7;0.3;11
WAE;20160104;3.1;4.4;1.3;9.6;2
WAE;20160105;5.3;7.0;0.1;0.0;51
WAE;20160106;4.6;6.2;4.4;0.0;34
WAE;20160107;7.2;3.5;0.6;7.9;0
WAE;20160108;5.9;5.4;16.0;6.3;0
WAE;20160109;5.8;7.4;0.0;5.3;0
WAE;20160110;6.6;6.7;8.9;10.7;0
WAE;20160111;7.2;8.9;3.6;4.0;8
WAE;20160112;5.0;7.0;2.4;1.5;3
WAE;20160113;1.3;3.8;0.0;4.6;0
WAE;20160114;3.1;0.9;3.0;0.7;0
WAE;20160115;1.3;2.8;0.8;0.0;0
WAE;20160116;0.2;0.6;0.4;0.8;5
WAE;20160117;-3.8;0.1;0.0;1.8;2
WAE;20160118;-3.7;-4.8;0.0;0.0;74
WAE;20160119;0.9;-0.8;4.0;0.2;0
WAE;20160120;1.4;1.4;0.0;0.9;0
WAE;20160121;0.3;1.1;0.0;0.0;53
WAE;20160122;1.9;1.1;0.6;0.0;62
WAE;20160123;2.5;6.3;0.0;0.3;23
WAE;20160124;3.9;4.7;0.0;0.0;2
WAE;20160125;6.9;8.8;0.0;0.0;99
WAE;20160126;6.6;10.2;0.0;0.0;71
WAE;20160127;8.4;9.9;0.0;0.0;24
WAE;20160128;8.8;10.9;2.8;0.0;7
WAE;20160129;6.6;10.0;0.0;0.1;36
WAE;20160130;10.6;10.8;13.6;0.0;62
WAE;20160131;12.9;6.8;2.9;12.9;0
WAE;20160201;9.6;14.7;0.0;0.0;16
WAE;20160202;9.7;12.0;0.3;0.0;84
WAE;20160203;2.7;7.3;3.3;22.5;0
WAE;20160204;5.4;4.6;6.3;0.8;0
WAE;20160205;6.0;7.8;0.0;0.0;39
WAE;20160206;7.0;11.1;0.0;0.0;95
WAE;20160207;4.4;8.8;0.1;2.3;3
WAE;20160208;11.1;10.8;0.2;0.0;32
WAE;20160209;10.1;13.7;4.2;1.8;0
WAE;20160210;3.1;4.3;0.0;1.1;6
WAE;20160211;2.7;5.3;1.6;0.0;83
WAE;20160212;3.1;5.0;4.1;0.2;49
WAE;20160213;8.8;7.0;0.2;2.5;30
WAE;20160214;3.4;7.6;0.0;5.4;18
WAE;20160215;1.9;4.8;3.0;3.0;0
WAE;20160216;2.8;2.5;0.0;0.0;0
WAE;20160217;2.7;2.9;0.0;0.0;0
WAE;20160218;4.5;6.8;1.1;0.0;41
WAE;20160219;2.1;2.6;0.0;0.8;0
WAE;20160220;6.0;2.6;5.7;5.4;0
WAE;20160221;12.1;16.1;0.0;0.0;42
WAE;20160222;11.7;17.0;3.1;0.0;64
WAE;20160223;1.8;10.3;4.2;7.5;3
WAE;20160224;2.2;4.9;7.8;0.8;50
WAE;20160225;1.7;1.7;0.0;11.1;0
WAE;20160226;2.6;4.6;0.0;0.0;10
WAE;20160227;2.7;5.2;0.0;0.0;37
WAE;20160228;4.4;5.4;0.1;0.0;1
WAE;20160229;1.1;3.3;5.4;4.3;0
WAE;20160301;3.8;4.9;3.3;0.7;21
WAE;20160302;3.4;7.9;1.8;9.3;11
WAE;20160303;2.5;3.8;0.7;2.2;4
WAE;20160304;3.9;5.1;0.0;0.0;18
WAE;20160305;2.4;3.7;3.5;13.0;0
WAE;20160306;1.3;5.3;0.2;0.4;25
WAE;20160307;2.9;5.5;2.9;0.0;63
WAE;20160308;1.0;2.4;0.0;4.1;12
WAE;20160309;2.1;5.6;0.0;0.0;82
WAE;20160310;4.9;8.7;0.0;0.0;98
WAE;20160311;6.0;7.9;0.0;0.0;36
WAE;20160312;5.1;6.0;0.0;0.0;0
WAE;20160313;5.5;6.5;0.0;0.0;0
WAE;20160314;5.0;5.3;0.0;0.0;0
WAE;20160315;1.9;6.6;0.4;3.0;27
WAE;20160316;4.7;6.3;0.0;0.0;19
WAE;20160317;7.7;11.4;0.0;0.0;97
WAE;20160318;10.0;13.7;0.0;0.0;99
WAE;20160319;10.0;14.4;0.0;0.0;98
WAE;20160320;8.3;10.3;0.0;0.0;56
WAE;20160321;5.0;7.0;0.0;0.0;0
WAE;20160322;7.5;10.9;0.0;0.0;49
WAE;20160323;5.2;7.8;0.0;0.4;7
WAE;20160324;8.1;10.1;0.0;0.0;34
WAE;20160325;6.9;7.8;3.8;6.3;0
WAE;20160326;11.7;14.9;0.0;0.0;83
WAE;20160327;7.8;12.0;0.5;0.3;9
WAE;20160328;13.2;13.9;0.8;0.0;58
WAE;20160329;10.4;14.2;0.3;1.7;33
WAE;20160330;14.9;16.7;0.0;0.0;19
WAE;20160331;18.9;22.4;0.0;0.0;72
WAE;20160401;11.2;13.5;0.0;0.0;6
WAE;20160402;13.5;15.5;0.0;0.0;29
WAE;20160403;18.5;21.0;0.0;0.0;45
WAE;20160404;16.9;20.0;0.0;0.0;88
WAE;20160405;13.2;18.0;9.7;0.0;52
WAE;20160406;13.2;14.2;0.0;1.1;23
WAE;20160407;6.2;11.4;1.7;0.0;0
WAE;20160408;5.7;7.7;0.8;2.7;0
WAE;20160409;7.7;8.7;0.0;0.0;0
WAE;20160410;13.2;16.5;0.0;0.0;89
WAE;20160411;15.9;19.6;1.1;0.0;85
WAE;20160412;16.2;19.4;0.0;0.0;77
WAE;20160413;9.2;13.1;1.8;4.2;20
WAE;20160414;12.1;13.7;0.0;1.4;45
WAE;20160415;11.3;13.5;0.1;1.9;7
WAE;20160416;13.3;15.3;10.1;6.2;15
WAE;20160417;7.9;11.7;8.3;11.0;0
WAE;20160418;4.5;6.0;5.8;11.9;0
WAE;20160419;12.1;13.9;0.0;0.0;58
WAE;20160420;14.9;17.9;0.0;0.0;100
WAE;20160421;17.9;20.2;0.0;0.0;93
WAE;20160422;16.2;19.9;11.6;0.0;68
WAE;20160423;7.6;13.5;14.1;14.1;0
WAE;20160424;3.9;6.6;2.1;2.5;24
WAE;20160425;7.3;7.8;0.1;0.1;24
WAE;20160426;8.6;10.8;8.7;0.9;4
WAE;20160427;4.4;8.6;0.0;1.4;28
WAE;20160428;9.3;11.5;0.0;0.0;61
WAE;20160429;14.1;15.0;0.0;0.0;98
WAE;20160430;9.0;17.5;3.2;0.0;57
WAE;20160501;5.8;6.4;7.0;5.4;0
WAE;20160502;10.5;13.6;0.0;0.1;9
WAE;20160503;8.8;14.1;1.9;14.0;14
WAE;20160504;13.1;15.1;0.0;0.0;81
WAE;20160505;18.1;19.9;0.0;0.0;100
WAE;20160506;20.4;22.2;0.0;0.0;99
WAE;20160507;20.0;23.6;0.0;0.0;88
WAE;20160508;20.1;23.3;0.0;0.0;91
WAE;20160509;19.6;22.4;0.0;0.0;34
WAE;20160510;19.9;22.8;0.0;0.0;52
WAE;20160511;18.9;20.4;1.7;0.0;25
WAE;20160512;10.7;11.8;14.9;28.3;0
WAE;20160513;11.8;11.7;15.6;20.3;0
WAE;20160514;9.5;14.8;2.6;9.9;12
WAE;20160515;10.0;12.1;0.0;0.0;10
WAE;20160516;10.1;11.9;1.0;0.3;5
WAE;20160517;14.6;15.4;0.0;0.0;15
WAE;20160518;17.7;19.7;19.4;0.0;68
WAE;20160519;10.6;12.1;0.0;2.5;1
WAE;20160520;16.9;18.4;0.0;0.0;76
WAE;20160521;23.1;23.7;0.0;0.0;86
WAE;20160522;18.6;27.0;9.1;0.0;80
WAE;20160523;8.9;9.8;8.4;8.6;0
WAE;20160524;13.4;14.4;0.0;0.0;30
WAE;20160525;18.4;20.6;0.0;0.0;64
WAE;20160526;23.1;24.8;0.0;0.0;82
WAE;20160527;19.6;26.2;7.8;1.5;64
WAE;20160528;20.8;21.9;0.4;1.9;28
WAE;20160529;14.5;16.3;3.0;11.1;0
WAE;20160530;17.6;20.8;0.0;0.0;33
WAE;20160531;14.6;19.1;3.8;0.0;15
WAE;20160601;16.6;19.1;7.4;0.0;17
WAE;20160602;16.9;17.7;0.5;0.8;4
WAE;20160603;15.8;19.0;7.9;2.8;13
WAE;20160604;16.3;18.8;0.0;0.9;7
WAE;20160605;18.3;19.3;0.0;0.0;24
WAE;20160606;23.7;24.3;0.0;0.0;80
WAE;20160607;21.4;25.1;0.0;0.0;50
WAE;20160608;15.6;16.2;5.6;36.2;0
WAE;20160609;16.5;20.1;0.0;0.2;31
WAE;20160610;21.7;23.8;2.0;0.0;89
WAE;20160611;16.6;19.6;0.0;5.9;17
WAE;20160612;16.4;19.9;1.9;0.3;20
WAE;20160613;15.6;18.5;16.6;8.7;10
WAE;20160614;14.9;18.1;0.1;2.5;6
WAE;20160615;14.9;18.8;2.4;3.7;19
WAE;20160616;13.9;15.2;27.5;4.6;0
WAE;20160617;17.6;19.2;8.2;0.6;44
WAE;20160618;16.1;19.8;2.5;0.0;41
WAE;20160619;14.3;15.6;2.6;4.5;5
WAE;20160620;20.0;21.8;4.5;0.0;63
WAE;20160621;17.8;18.8;0.0;0.5;9
WAE;20160622;28.1;29.4;0.0;0.0;92
WAE;20160623;29.9;31.9;0.0;0.0;100
WAE;20160624;29.5;31.6;21.8;0.0;71
WAE;20160625;18.2;23.5;3.8;4.6;8
WAE;20160626;18.0;20.3;0.0;0.0;10
WAE;20160627;21.3;22.2;0.0;0.0;70
WAE;20160628;24.4;24.8;1.4;0.0;84
WAE;20160629;25.3;26.1;5.9;0.0;69
WAE;20160630;20.5;22.9;7.6;0.0;24
WAE;20160701;25.1;26.1;0.1;0.0;77
WAE;20160702;13.9;19.2;1.0;9.8;0
WAE;20160703;20.5;22.1;0.0;0.0;46
WAE;20160704;24.0;25.2;0.0;0.0;96
WAE;20160705;23.1;25.0;0.0;0.0;66
WAE;20160706;22.4;23.6;0.0;0.0;43
WAE;20160707;25.0;26.5;0.0;0.0;93
WAE;20160708;25.9;29.0;0.0;0.0;48
WAE;20160709;26.9;27.9;0.0;0.0;72
WAE;20160710;30.6;30.9;0.0;0.0;98
WAE;20160711;22.4;28.5;39.4;0.1;41
WAE;20160712;16.9;18.7;14.1;15.9;0
WAE;20160713;12.6;16.1;1.3;12.8;0
WAE;20160714;13.2;14.1;0.0;5.4;2
WAE;20160715;14.0;17.7;0.0;0.0;13
WAE;20160716;20.3;21.0;0.0;0.0;95
WAE;20160717;25.5;26.3;0.0;0.0;100
WAE;20160718;28.0;29.0;0.0;0.0;99
WAE;20160719;28.4;30.1;0.0;0.0;100
WAE;20160720;29.7;31.7;5.0;0.0;96
WAE;20160721;24.4;26.8;0.0;1.4;27
WAE;20160722;21.4;22.9;0.0;1.9;15
WAE;20160723;23.2;23.9;2.0;0.0;31
WAE;20160724;25.3;26.5;42.2;0.0;59
WAE;20160725;22.7;25.6;23.5;0.0;29
WAE;20160726;25.3;27.2;0.0;0.0;70
WAE;20160727;21.7;23.6;0.0;2.1;25
WAE;20160728;22.7;25.7;0.0;0.0;70
WAE;20160729;25.7;27.1;0.0;0.0;77
WAE;20160730;24.2;29.5;0.0;0.0;72
WAE;20160731;18.0;23.4;0.8;11.7;16
WAE;20160801;21.0;23.0;0.0;0.0;54
WAE;20160802;20.7;23.9;0.0;0.0;11
WAE;20160803;26.1;28.1;0.0;0.0;92
WAE;20160804;22.4;28.0;43.5;0.0;69
WAE;20160805;16.0;17.7;6.6;3.7;0
WAE;20160806;19.8;22.4;0.0;0.0;50
WAE;20160807;23.0;24.9;0.0;0.0;100
WAE;20160808;24.8;26.9;0.9;0.0;96
WAE;20160809;13.4;18.1;1.8;7.0;0
WAE;20160810;14.1;16.5;0.6;5.3;9
WAE;20160811;17.5;19.1;0.1;0.0;76
WAE;20160812;19.4;20.8;0.0;0.0;41
WAE;20160813;24.0;26.0;0.0;0.0;100
WAE;20160814;25.0;28.1;0.0;0.0;98
WAE;20160815;25.3;27.9;0.0;0.0;83
WAE;20160816;24.2;28.3;2.3;0.8;88
WAE;20160817;22.8;24.3;1.1;2.9;39
WAE;20160818;17.3;22.8;0.7;32.3;28
WAE;20160819;22.0;23.9;0.0;0.0;43
WAE;20160820;18.2;21.4;4.2;0.6;12
WAE;20160821;16.8;19.8;0.0;0.6;26
WAE;20160822;20.1;21.7;0.0;0.0;99
WAE;20160823;23.2;26.0;0.0;0.0;100
WAE;20160824;23.7;27.6;0.0;0.0;100
WAE;20160825;26.7;29.5;0.0;0.0;100
WAE;20160826;26.6;31.3;0.0;0.0;100
WAE;20160827;26.3;30.8;0.7;0.0;94
WAE;20160828;26.3;30.5;0.7;0.0;86
WAE;20160829;19.6;20.5;0.0;1.8;0
WAE;20160830;21.1;23.9;0.0;0.0;52
WAE;20160831;23.5;26.8;0.0;0.0;82
WAE;20160901;23.3;25.5;0.0;0.0;25
WAE;20160902;22.5;25.8;0.0;0.0;91
WAE;20160903;22.4;26.2;0.0;0.0;56
WAE;20160904;16.9;23.9;24.6;6.4;10
WAE;20160905;15.5;17.0;0.0;16.7;2
WAE;20160906;18.8;22.1;0.0;0.0;88
WAE;20160907;19.7;23.3;0.0;0.0;100
WAE;20160908;21.8;26.5;0.0;0.0;99
WAE;20160909;21.8;26.5;0.0;0.0;99
WAE;20160910;22.3;26.0;0.0;0.0;94
WAE;20160911;22.1;26.5;0.0;0.0;93
WAE;20160912;23.1;27.5;0.0;0.0;97
WAE;20160913;22.4;27.0;0.0;0.0;98
WAE;20160914;22.0;27.1;0.0;0.0;95
WAE;20160915;18.0;20.8;0.0;0.0;6
WAE;20160916;15.2;18.4;0.0;0.2;4
WAE;20160917;13.7;17.2;0.9;1.4;12
WAE;20160918;14.1;16.1;4.9;2.7;0
WAE;20160919;13.7;16.3;0.3;7.3;5
WAE;20160920;14.7;16.0;0.0;0.0;12
WAE;20160921;13.8;16.1;0.0;0.0;7
WAE;20160922;14.6;17.9;0.0;0.0;48
WAE;20160923;15.9;19.0;0.0;0.0;47
WAE;20160924;15.4;20.1;0.0;0.0;64
WAE;20160925;17.4;21.8;0.0;0.0;94
WAE;20160926;17.7;20.5;0.0;0.0;70
WAE;20160927;15.0;19.5;0.0;0.0;51
WAE;20160928;17.0;21.0;0.0;0.0;94
WAE;20160929;18.2;23.4;0.0;0.0;97
WAE;20160930;18.4;22.4;0.0;0.0;95
WAE;20161001;14.3;20.0;0.1;0.0;30
WAE;20161002;12.1;14.1;0.4;9.5;1
WAE;20161003;11.2;15.4;0.0;0.0;61
WAE;20161004;12.4;16.2;0.0;0.0;83
WAE;20161005;8.3;11.3;0.0;0.0;4
WAE;20161006;9.5;12.6;0.0;0.0;81
WAE;20161007;11.2;12.2;0.0;0.1;31
WAE;20161008;7.8;9.4;0.0;2.6;0
WAE;20161009;7.0;10.5;1.6;0.1;3
WAE;20161010;8.1;9.8;0.0;0.0;25
WAE;20161011;6.2;10.7;0.0;1.0;14
WAE;20161012;7.6;11.1;0.0;0.0;68
WAE;20161013;7.8;9.1;0.0;0.0;2
WAE;20161014;10.1;11.4;0.5;0.1;10
WAE;20161015;10.7;15.6;0.0;2.3;28
WAE;20161016;11.1;13.6;0.0;0.0;45
WAE;20161017;12.1;14.6;4.2;2.5;2
WAE;20161018;11.3;15.1;0.0;0.4;15
WAE;20161019;8.9;12.4;0.1;0.0;14
WAE;20161020;7.5;12.4;0.0;0.0;62
WAE;20161021;7.6;8.8;0.0;4.0;0
WAE;20161022;6.8;10.7;0.0;0.0;93
WAE;20161023;8.7;8.8;0.0;3.6;1
WAE;20161024;13.8;14.5;4.2;0.0;44
WAE;20161025;13.1;13.5;12.5;7.0;0
WAE;20161026;11.6;12.4;0.0;15.4;0
WAE;20161027;9.1;12.9;0.0;0.0;49
WAE;20161028;7.9;11.5;0.0;0.0;65
WAE;20161029;7.9;8.9;0.0;0.0;27
WAE;20161030;7.8;11.1;0.0;0.0;42
WAE;20161031;8.6;8.9;0.0;0.0;0
WAE;20161101;10.1;12.0;0.0;0.0;65
WAE;20161102;8.8;12.3;0.1;0.0;0
WAE;20161103;5.7;9.9;0.0;0.0;83
WAE;20161104;10.1;11.1;0.6;0.0;81
WAE;20161105;9.6;12.6;13.8;6.0;1
WAE;20161106;3.5;4.7;6.0;6.8;0
WAE;20161107;1.8;5.0;0.0;0.0;18
WAE;20161108;2.7;3.8;0.0;0.3;31
WAE;20161109;7.4;5.3;3.6;1.1;6
WAE;20161110;5.5;7.5;20.7;5.1;10
WAE;20161111;3.8;4.9;3.8;6.0;2
WAE;20161112;2.8;5.5;0.0;0.1;26
WAE;20161113;4.0;4.5;0.0;0.0;0
WAE;20161114;2.8;3.0;0.0;0.0;0
WAE;20161115;6.3;6.4;0.8;0.0;15
WAE;20161116;8.9;9.4;1.1;1.7;5
WAE;20161117;8.6;11.1;0.0;0.5;29
WAE;20161118;7.6;10.8;15.7;8.0;0
WAE;20161119;4.0;7.8;0.0;5.7;6
WAE;20161120;8.4;9.3;0.0;0.0;61
WAE;20161121;20.2;20.5;0.0;0.0;1
WAE;20161122;9.6;10.4;0.0;0.0;19
WAE;20161123;10.2;11.8;0.0;0.0;0
WAE;20161124;7.3;9.7;0.0;0.0;0
WAE;20161125;6.6;6.9;0.0;0.2;0
WAE;20161126;7.3;7.7;4.4;0.0;0
WAE;20161127;7.4;7.9;0.2;0.0;0
WAE;20161128;1.5;3.8;0.0;0.0;2
WAE;20161129;0.3;0.5;0.0;0.0;0
WAE;20161130;2.4;4.2;0.0;0.0;97
WAE;20161201;2.4;5.6;0.0;0.0;78
WAE;20161202;1.2;3.9;0.0;0.0;99
WAE;20161203;3.0;3.5;0.0;0.0;1
WAE;20161204;0.9;3.3;0.0;0.0;62
WAE;20161205;1.7;1.4;0.0;0.0;34
WAE;20161206;2.4;6.0;0.0;0.0;74
WAE;20161207;0.4;0.8;0.0;0.0;0
WAE;20161208;2.0;3.8;0.0;0.0;63
WAE;20161209;2.8;5.1;0.0;0.0;59
WAE;20161210;2.7;5.9;0.0;0.0;85
WAE;20161211;5.5;5.3;0.0;0.0;26
WAE;20161212;2.7;7.0;0.0;0.0;89
WAE;20161213;1.0;1.3;0.0;0.0;0
WAE;20161214;0.8;1.8;0.0;0.0;24
WAE;20161215;-0.3;0.5;0.0;0.0;0
WAE;20161216;-0.2;-0.3;0.0;0.0;0
WAE;20161217;0.1;0.4;0.0;0.0;0
WAE;20161218;1.6;2.1;1.6;0.0;43
WAE;20161219;1.3;3.7;0.0;0.0;26
WAE;20161220;1.0;1.2;0.0;0.0;0
WAE;20161221;0.2;0.7;0.0;0.0;0
WAE;20161222;1.0;1.3;0.0;0.0;5
WAE;20161223;4.3;4.7;0.0;0.0;3
WAE;20161224;8.2;7.8;0.2;0.0;8
WAE;20161225;7.8;8.7;0.0;0.0;5
WAE;20161226;6.6;8.4;0.0;0.0;74
WAE;20161227;2.3;5.5;0.0;0.0;10
WAE;20161228;0.7;3.2;0.0;0.0;66
WAE;20161229;-0.7;1.0;0.0;0.0;40
WAE;20161230;-1.4;-0.8;0.0;0.0;0
WAE;20161231;-2.3;-1.8;0.0;0.0;0
